200000
4000
624	92
1162	357
590	683
931	658
369	805
447	773
1254	703
1950	220
40	292
106	810
811	693
2533	716
2585	852
1404	11
2628	648
2513	999
1156	806
1419	923
780	644
2150	652
1938	284
2448	75
323	270
2768	734
2277	145
1104	933
2634	939
2185	174
307	802
729	182
1507	493
624	48
877	732
2469	428
1139	300
2956	414
1418	745
1240	910
201	452
2950	986
308	345
1992	558
2885	973
1750	838
934	729
2335	755
2314	243
2175	381
2249	793
2324	951
1897	197
2846	286
1730	125
2918	432
1282	741
803	853
2455	497
2783	466
202	934
759	754
2093	829
2596	612
2067	809
1472	207
2646	36
2276	745
2667	256
218	937
2721	619
2069	482
2869	936
2148	884
1960	721
985	597
536	661
1614	422
1398	926
1616	947
2575	855
1871	513
1339	944
637	15
2415	753
1957	987
221	437
2487	677
2620	281
1045	483
2164	322
2229	545
786	642
185	293
800	549
1976	597
2454	455
696	759
1966	268
737	484
1039	116
1113	832
2701	803
228	420
753	549
1480	506
1772	161
1055	584
889	838
1452	254
838	719
2852	397
617	927
349	328
36	167
1560	657
935	708
667	853
167	484
1591	504
2837	319
1424	429
269	430
1258	934
2258	234
2100	467
2100	9
1	276
1788	834
164	617
246	80
779	99
2669	438
2379	970
1890	800
1193	506
1823	689
2548	315
1157	225
1109	387
2327	731
773	561
590	475
2836	525
563	174
2319	718
445	223
1853	639
403	789
2942	13
608	357
1099	353
107	927
811	24
124	265
995	674
1603	549
2809	274
2368	707
600	265
1465	524
1677	190
393	31
1422	341
85	825
2882	17
479	261
1014	140
236	629
1179	750
899	666
2446	492
2766	819
2027	779
1735	932
1550	333
1343	200
545	389
2111	663
2577	305
246	43
132	139
910	249
600	911
1716	220
1710	14
1539	905
1694	875
1526	450
348	64
1202	278
2372	421
1474	351
1574	310
621	279
668	653
2190	630
2994	869
1392	582
1605	299
1595	930
914	638
2876	678
1692	921
559	433
1473	24
1538	427
2018	404
69	819
424	226
2544	1
2954	273
1507	560
2067	307
41	347
1566	337
2812	921
610	504
1783	44
391	961
2120	28
2053	230
1310	471
1724	750
1673	844
2352	418
569	993
704	264
2766	238
1712	322
57	596
489	407
2893	407
917	996
1795	581
842	453
2791	562
2916	955
1849	885
2440	93
1457	859
528	846
317	571
1021	3
1013	42
721	430
1135	143
174	443
2983	74
998	763
1807	757
1035	159
1126	489
1070	216
1718	4
1146	618
2546	387
1651	906
170	221
1019	30
893	884
1329	417
2847	670
2724	969
1909	207
2298	755
99	967
1402	798
2268	338
1925	532
1821	265
176	885
2907	54
1924	371
1195	136
2550	348
2272	141
1492	952
238	140
2923	543
2080	964
2572	570
2765	574
2387	872
2790	112
2488	474
1401	582
1839	365
985	715
1412	284
2053	755
2193	92
2839	808
2030	369
1380	430
2021	81
1692	874
2588	537
157	978
2716	680
382	530
1097	30
2012	448
2574	902
1386	743
2187	550
2712	359
37	944
1962	21
940	469
100	4
1360	862
1314	693
1823	409
4	205
2355	791
2468	317
1069	504
1206	645
244	41
528	364
1938	250
1749	43
1061	558
2345	348
2855	990
158	461
2446	87
1914	628
2211	400
2237	498
1187	321
2813	190
945	358
1649	68
828	333
709	229
2890	119
1177	163
2565	219
2599	476
1551	725
1873	699
1572	566
2995	523
134	478
2230	201
2740	18
2681	160
2709	863
2077	860
301	941
2033	397
1264	862
1378	324
2618	986
627	439
507	889
2918	187
527	232
1715	518
1169	679
1273	736
2424	130
2650	976
2890	517
2260	222
785	21
152	317
934	153
1963	974
786	36
2606	286
2441	172
2036	155
262	339
614	595
2161	579
775	669
1767	376
2249	505
1642	169
2162	659
749	78
2853	114
1081	709
247	146
521	107
2352	871
794	81
160	892
1096	737
1152	653
788	484
2915	936
1814	470
431	236
742	384
1671	735
301	745
2203	925
97	445
2722	641
350	450
1627	171
165	268
1709	373
300	52
2525	868
647	295
2687	938
627	67
1275	814
2907	123
2298	131
2613	894
2521	908
2696	846
1302	531
2502	622
40	274
1226	825
1227	74
1378	443
979	248
2631	388
1859	957
39	873
1846	633
955	490
1359	705
2090	847
2573	536
829	85
2116	299
2795	67
1785	755
2869	172
485	903
1804	386
886	602
85	442
2734	818
1764	153
228	291
2105	429
170	862
850	178
475	670
2221	715
486	824
1627	815
1104	18
507	891
2164	892
74	722
1364	792
2567	223
2510	866
655	40
1415	657
1751	463
2885	554
1620	768
2003	97
1451	414
1263	536
478	545
2422	58
1340	879
220	479
775	615
1631	174
1150	668
845	32
2239	258
2105	139
2408	442
494	426
852	627
2482	843
985	397
433	59
1786	299
106	371
517	768
1312	449
2062	605
1679	374
2462	176
1095	286
782	232
2213	40
601	435
2444	30
2322	166
1038	472
482	556
2898	397
1903	148
2944	669
1619	491
1990	263
20	819
920	412
2764	34
1863	718
2385	497
1317	20
511	549
2125	438
1206	287
780	917
239	183
211	940
1796	752
2587	867
915	786
1033	445
2354	325
1226	939
1563	84
674	787
1690	148
927	119
1779	340
1983	249
2967	48
238	742
25	631
2534	372
2581	424
1652	760
1482	888
1994	695
1257	455
858	921
2322	790
1827	363
2620	143
2757	919
1467	520
673	984
835	946
816	178
152	341
2102	225
2904	441
2054	798
2233	225
1491	47
235	771
1186	925
362	623
1044	297
2770	163
2367	277
578	998
775	828
1414	448
1414	676
2747	386
874	155
2859	141
1771	14
352	25
2394	478
2644	91
553	423
2938	776
2569	587
383	481
807	744
2959	272
2802	16
2408	711
1194	778
2945	268
618	224
2166	814
2144	375
1381	513
1675	100
1973	362
352	811
2464	591
2384	618
1751	358
2342	117
1192	200
882	382
2327	801
1157	412
1298	519
562	54
946	437
2037	706
1329	61
1208	347
2309	577
783	709
2581	766
1176	21
2291	965
235	779
2682	3
514	304
1310	757
2809	393
2911	604
507	819
1143	235
38	591
111	117
2621	66
996	438
1043	639
2546	566
2946	917
2966	238
2328	484
1242	973
555	817
1922	771
2378	90
394	782
1329	451
1103	86
94	452
1028	582
2008	133
1574	743
517	67
2662	14
851	869
1174	320
691	48
297	692
2850	845
210	583
456	539
2479	979
264	308
2490	103
791	221
2473	135
115	594
1249	731
1761	359
2751	577
929	968
2051	519
866	969
1825	627
349	947
1714	815
2993	465
2581	482
1064	380
1003	794
871	746
2814	864
2581	320
34	522
1167	844
2930	614
1791	927
1023	555
2144	3
8	784
191	315
519	703
488	726
1476	438
1577	936
349	154
2246	709
106	688
2084	479
1655	614
1918	550
2995	247
770	489
1701	193
2037	604
160	839
466	70
2453	855
338	274
302	184
870	196
1273	815
616	262
1775	239
573	433
2701	34
1528	942
181	729
284	503
1725	504
2598	124
716	913
2172	607
1740	746
2656	540
2216	119
1181	753
88	838
91	868
2195	959
2396	993
939	588
1304	94
1146	411
2858	610
2087	251
1840	160
731	144
311	354
1421	534
1022	214
1658	524
2617	534
1670	104
496	291
1585	994
348	222
400	882
1758	638
2057	475
1013	386
97	834
2761	194
328	574
398	353
1138	264
1649	366
191	111
1708	532
1482	246
242	843
1062	16
1316	873
1073	59
999	674
1670	327
2412	368
908	89
2372	578
2764	186
789	87
620	184
213	575
971	346
2020	137
1252	16
436	836
670	213
2687	231
1428	149
1730	121
1637	340
1956	613
2717	437
2379	678
633	174
805	32
977	893
2982	823
2164	74
508	102
486	861
59	72
2617	325
2832	939
1102	141
1369	317
2598	154
1908	517
2934	142
2117	56
2989	604
2846	923
2330	224
827	450
929	50
2797	53
611	459
916	810
1233	373
1687	307
20	428
2708	484
265	379
1644	714
1312	261
2697	790
1708	582
250	240
1174	535
858	309
1443	647
504	203
501	378
1349	147
1973	196
1338	537
347	997
1465	613
869	817
1056	94
1411	475
974	912
2098	45
1237	771
97	446
2964	79
766	662
584	925
2624	971
876	51
1469	489
540	597
642	757
234	997
1425	264
2074	811
2942	4
2185	391
433	142
2077	485
2652	27
2535	277
1821	227
1022	36
758	691
2874	270
1510	370
512	246
2693	556
2077	820
2782	984
1038	4
1048	829
590	849
1241	137
2647	542
113	563
1710	927
671	589
2288	164
2065	466
99	587
2155	10
1497	831
2342	624
2048	44
1879	343
155	586
1858	892
1029	596
2237	492
2019	167
2880	365
2791	42
1750	576
1280	565
2227	561
404	536
700	881
206	275
2104	796
1516	402
741	498
1667	95
914	810
330	591
545	246
2957	308
2121	857
577	247
2390	907
2896	872
