10000
1750
100	456
509	257
167	171
486	966
165	106
529	414
926	810
834	579
989	810
996	184
62	708
565	538
584	909
913	499
235	368
857	552
741	384
584	260
839	472
872	897
584	296
195	826
162	525
289	703
862	498
132	594
129	661
721	763
35	555
795	827
332	400
552	354
893	117
887	773
548	219
73	691
390	616
519	621
700	625
859	936
884	623
576	767
303	693
851	722
511	377
751	199
691	321
65	381
822	107
850	212
204	779
593	157
97	972
102	823
824	713
413	266
535	475
674	867
583	796
967	332
945	778
831	664
228	350
471	499
431	782
691	392
567	240
242	181
424	613
46	171
227	461
637	872
429	428
554	513
336	612
23	875
601	379
102	745
242	286
400	688
311	872
52	249
649	658
30	299
620	615
207	195
756	481
388	425
9	724
116	428
904	342
861	609
87	910
12	473
180	815
5	770
166	482
121	980
925	509
818	362
860	821
577	376
420	693
489	557
581	206
689	521
657	821
777	848
922	341
572	632
551	301
462	162
449	723
174	765
34	832
221	579
432	474
718	512
422	795
388	340
549	864
52	539
883	455
262	151
338	456
584	960
353	712
645	402
489	357
343	784
937	342
371	547
916	673
509	724
641	380
572	402
67	852
87	254
855	752
245	621
937	668
973	686
230	762
970	382
495	951
909	545
765	241
337	166
424	133
835	369
711	396
670	601
544	751
254	956
787	975
843	732
656	773
765	713
648	433
241	441
209	415
685	855
404	816
275	510
738	729
856	447
1000	917
38	601
525	872
55	240
350	202
83	212
64	935
658	327
355	536
765	144
547	522
755	628
158	687
412	452
56	501
146	278
89	770
883	547
870	258
249	531
712	993
716	742
275	208
756	819
596	707
633	889
478	679
872	707
646	787
564	205
9	947
991	842
951	892
153	739
136	126
821	198
590	415
464	917
214	387
375	643
354	692
306	623
438	649
150	756
2	410
651	191
269	727
760	376
561	985
725	834
331	946
793	887
474	898
895	472
801	581
909	887
213	906
945	326
854	615
197	215
427	951
129	797
332	248
311	204
824	420
911	260
501	341
521	263
499	315
950	521
857	412
753	175
163	965
510	631
2	632
789	628
162	194
575	449
515	336
564	230
555	928
222	266
697	369
947	322
31	152
978	913
270	742
842	386
426	298
567	297
527	736
362	783
777	110
649	989
248	508
186	633
444	706
96	501
313	941
945	841
460	686
759	793
262	170
750	291
549	418
387	348
986	407
939	909
532	426
824	307
173	753
492	538
179	309
821	740
923	268
5	734
284	966
788	503
677	887
259	782
929	573
700	326
528	450
495	999
437	326
847	938
80	461
51	490
475	111
974	413
327	182
966	864
839	435
619	136
775	845
508	701
120	268
754	906
400	404
939	328
478	587
143	719
627	776
646	514
836	988
829	833
11	974
198	490
412	259
943	606
638	570
844	933
